ref,payout_date,qty_produk,hpp,total_price,seller_discount,fee_admin,fee_service,fee_affiliate,fee_order_process,fee_program,fee_transaction,shipping_cost,omset,payout_status
582474979424634058,2026-02-11 00:00:00,1,464850,1320000,-924000,-31680,-19800,0,0,-13860,-1250,0,329410,sukses
582464088510007040,2026-02-11 00:00:00,1,90000,270000,-135000,-10800,-6750,0,0,-4725,-1250,0,111475,sukses
582442809677087812,2026-02-11 00:00:00,3,231000,535700,-267850,-21428,-13392,0,0,-9375,-1250,0,222405,sukses
582433470911645493,2026-02-11 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
OT-14-110226,2026-02-11 00:00:00,1,85000,90000,0,0,0,0,0,0,0,0,90000,sukses
OT-15-120226,2026-02-12 00:00:00,1,75000,85000,0,0,0,0,0,0,0,0,85000,sukses
260203NRS6RT0C,2026-02-12 00:00:00,1,85000,196900,-59070,-13714,-15575,-1859,-1250,-350,0,0,105082,sukses
260210B2NH5194,2026-02-12 00:00:00,1,132000,346500,0,-35343,-40888,-4896,-1250,-350,0,0,263773,sukses
2602098V1NX7SR,2026-02-12 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
2602087NX9C091,2026-02-12 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
260202N6B9PSY9,2026-02-12 00:00:00,1,110750,302500,-181500,-12040,-13673,-1511,-1250,-350,0,0,92176,sukses
260203PQ17YWU7,2026-02-12 00:00:00,1,142350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
260202MWTSB3V4,2026-02-12 00:00:00,1,204000,385000,-19250,-38221,-43159,0,-1250,-350,0,0,282770,sukses
260203PGX3BGDE,2026-02-12 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
260205URYJEJUU,2026-02-12 00:00:00,1,19850,40000,0,-4180,-4720,-633,-1250,-350,0,0,28867,sukses
26020868DVA052,2026-02-12 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
2602061RR36QK0,2026-02-12 00:00:00,1,90000,270000,-135000,-13433,-15255,-1769,-1250,-350,0,0,102943,sukses
260202MQNQN664,2026-02-12 00:00:00,1,232940,522500,-209000,-31977,-36994,0,-1250,-350,0,0,242929,sukses
2602072WGEM6WW,2026-02-12 00:00:00,2,221500,605000,-332750,-27089,-30765,-3678,-1250,-350,0,0,209118,sukses
582493648691824128,2026-02-12 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
582491593324857261,2026-02-12 00:00:00,1,87000,196900,-78760,-9451,-5907,0,0,-4135,-1250,0,97397,sukses
582451392352782223,2026-02-12 00:00:00,1,75000,185900,-55770,-10410,-6506,0,0,-4555,-1250,0,107409,sukses
582392570502612340,2026-02-12 00:00:00,1,54850,132000,-66000,-5280,-2640,0,0,-2310,-1250,0,54520,sukses
582392569491785076,2026-02-12 00:00:00,1,49850,121000,-60500,-4840,-2420,0,0,-2118,-1250,0,49872,sukses
260210BUCBUH9V,2026-02-13 00:00:00,1,190900,385000,0,-40233,-45430,-5641,-1250,-350,0,0,292096,sukses
260204RJHFX9K5,2026-02-13 00:00:00,1,54850,132000,-66000,-6732,-6798,0,-1250,-350,0,0,50870,sukses
260204T0HGRNJG,2026-02-13 00:00:00,1,132000,346500,0,-35343,-40888,-4762,-1250,-350,0,0,263907,sukses
260210BA5RRSPS,2026-02-13 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
2602099604V0TK,2026-02-13 00:00:00,1,105025,249000,0,-25398,-29382,0,-1250,-350,0,0,192620,sukses
260211DJS38YWD,2026-02-13 00:00:00,1,110750,302500,-181500,-12040,-13673,-1470,-1250,-350,0,0,92217,sukses
260124TNBKDV4V,2026-02-13 00:00:00,2,296400,741000,0,-77435,-87438,0,-1250,-350,0,0,574527,sukses
260211E9XQFU2B,2026-02-13 00:00:00,2,104700,253000,-126500,-12903,-13030,0,-1250,-350,0,0,98967,sukses
260211EU96H06D,2026-02-13 00:00:00,1,66850,181500,-108900,-7405,-8567,-1088,-1250,-350,0,0,53940,sukses
260210C7E8Y248,2026-02-13 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260210BRS0F5D0,2026-02-13 00:00:00,1,132350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
26020866DEFC0R,2026-02-13 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260211DS535FH1,2026-02-13 00:00:00,1,232940,522500,-261250,-26648,-30828,0,-1250,-350,0,0,202174,sukses
2602074G4AQJAD,2026-02-13 00:00:00,1,285900,635000,0,-66358,-74930,0,-1250,-350,0,0,492112,sukses
260210CJXU3JTF,2026-02-13 00:00:00,1,105025,249000,0,-25398,-29382,0,-1250,-350,0,0,192620,sukses
2602086GJWFN80,2026-02-13 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,-12000,221593,sukses
260121JCM1VQ44,2026-02-13 00:00:00,1,0,385000,-385000,0,0,0,0,-350,0,0,-350,retur
582515677653534467,2026-02-13 00:00:00,1,88850,270000,-135000,-10800,-8100,0,0,-4725,-1250,0,110125,sukses
582503494229263976,2026-02-13 00:00:00,1,132000,275000,0,-22000,-15125,0,0,-9625,-1250,0,227000,sukses
582495579294630927,2026-02-13 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582490724923049071,2026-02-13 00:00:00,1,149850,307500,-153750,-12300,-7688,-6688,0,-5381,-1250,0,120443,sukses
582430495581046144,2026-02-13 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
260212FWDS6UU5,2026-02-14 00:00:00,1,90000,270000,-162000,-10746,-12204,-1528,-1250,-350,0,0,81922,sukses
260212GT93X8PN,2026-02-14 00:00:00,3,186700,438900,-219450,-22138,-23588,-3105,-1250,-350,0,0,169019,sukses
260205TU5CMR1Y,2026-02-14 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
2602098X6VBCP1,2026-02-14 00:00:00,1,232940,522500,-209000,-31977,-36994,0,-1250,-350,0,0,242929,sukses
2602072WNBYNKU,2026-02-14 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260205VH8HP23V,2026-02-14 00:00:00,1,262900,495000,0,-51728,-58410,0,-1250,-350,0,0,383262,sukses
260211DQ3J2M7H,2026-02-14 00:00:00,1,149850,307500,-184500,-12239,-13899,0,-1250,-350,0,0,95262,sukses
260205UVSY4ETE,2026-02-14 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260210CB64M4BE,2026-02-14 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
260213JTNK1PPH,2026-02-15 00:00:00,1,110750,302500,-181500,-12040,-13673,-1712,-1250,-350,0,0,91975,sukses
260214MJCFND23,2026-02-15 00:00:00,2,221500,605000,-393250,-21069,-23929,0,-1250,-350,0,0,165152,sukses
260211ENU45KE6,2026-02-15 00:00:00,1,88000,215000,-129000,-8772,-10148,-1217,-1250,-350,0,0,64263,sukses
260211DQ987PKX,2026-02-15 00:00:00,1,88850,270000,-162000,-11286,-12744,-1582,-1250,-350,0,0,80788,sukses
260211F1GX3CH5,2026-02-15 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260213KSYKJP0A,2026-02-15 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260213JNAKTE2R,2026-02-15 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260212GV7Y7GU6,2026-02-15 00:00:00,1,149850,307500,-184500,-12239,-13899,-1741,-1250,-350,0,0,93521,sukses
260212H0UPKRDR,2026-02-15 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
260213JQ2PN184,2026-02-15 00:00:00,1,85850,250000,-175000,-7838,-8850,0,-1250,-350,0,0,56712,sukses
260202N39FRSDN,2026-02-15 00:00:00,1,25350,50000,0,-5225,-5900,-708,-1250,-350,0,0,36567,sukses
260212GB52C4CU,2026-02-15 00:00:00,1,179000,370000,-74000,-30932,-34928,0,-1250,-350,0,0,228540,sukses
260203R0B9XBA5,2026-02-15 00:00:00,1,132000,346500,-17325,-33576,-38843,0,-1250,-350,0,0,255156,sukses
260212G7RKY3E6,2026-02-15 00:00:00,1,105025,249000,-12450,-24128,-27913,0,-1250,-350,0,0,182909,sukses
2602086N4VKCNV,2026-02-15 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260209A4SNX6KD,2026-02-15 00:00:00,1,161350,390000,-195000,-19403,-22035,-4928,-1250,-350,0,0,147034,sukses
582570849454031978,2026-02-15 00:00:00,1,72000,127000,0,-10160,-6985,0,0,-5715,-1250,0,102890,sukses
582556846289094477,2026-02-15 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
582554919184991553,2026-02-15 00:00:00,1,132000,275000,-13750,-20900,-14369,0,0,-11756,-1250,0,212975,sukses
582554460008449064,2026-02-15 00:00:00,1,19850,40000,0,-3200,-2200,0,0,-1800,-1250,0,31550,sukses
582554251392222857,2026-02-15 00:00:00,2,99700,242000,-121000,-9680,-4840,0,0,-5445,-1250,0,99785,sukses
582553599915493076,2026-02-15 00:00:00,1,145800,302500,0,-24200,-16638,0,0,-13612,-1250,0,246800,sukses
582530511536490223,2026-02-15 00:00:00,1,142350,300000,-150000,-12000,-7500,-12825,0,-6750,-1250,0,109675,sukses
582474609385637472,2026-02-15 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582442841696667455,2026-02-15 00:00:00,1,464850,1320000,-924000,-31680,-19800,0,0,-13860,-1250,0,329410,sukses
582539777725334759,2026-02-14 00:00:00,1,132350,300000,-150000,-12000,-7500,0,0,-6750,-1250,0,122500,sukses
582539190197978392,2026-02-14 00:00:00,1,88850,270000,-135000,-10800,-8100,0,0,-6075,-1250,0,108775,sukses
582538747652113629,2026-02-14 00:00:00,1,149850,307500,-153750,-12300,-7688,0,0,-6919,-1250,0,125593,sukses
582527880176895866,2026-02-14 00:00:00,1,145800,302500,0,-24200,-16638,0,0,-13612,-1250,0,246800,sukses
582503914808116978,2026-02-14 00:00:00,1,149850,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
260211EVB3SVFW,2026-02-16 00:00:00,1,132350,300000,-180000,-11940,-13560,0,-1250,-350,0,0,92900,sukses
260213JQRHR791,2026-02-16 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260213KHJGS51A,2026-02-16 00:00:00,1,74850,185900,-92950,-9249,-10504,0,-1250,-350,0,0,71597,sukses
260205W39SB393,2026-02-16 00:00:00,1,115850,325000,0,-33150,-38350,-4329,-1250,-350,0,0,247571,sukses
260213J7UJWCPR,2026-02-16 00:00:00,1,190000,500000,-300000,-20400,-23600,0,-1250,-350,0,0,154400,sukses
260211DMGCAVY9,2026-02-16 00:00:00,1,143800,325000,-65000,-27170,-30680,0,-1250,-350,0,0,200550,sukses
260204THD8U9AN,2026-02-16 00:00:00,4,344200,946000,-503250,-44906,-50885,0,-1250,-350,0,0,345359,sukses
260205UV616HHP,2026-02-16 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260214NDJ5SBPC,2026-02-16 00:00:00,1,90000,270000,-162000,-10746,-12204,0,-1250,-350,0,0,83450,sukses
260211DY01KKVU,2026-02-16 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260213JJ1QUYCK,2026-02-16 00:00:00,2,200750,572500,-373750,-19776,-22460,0,-1250,-350,0,0,154914,sukses
260211DSHV9ADX,2026-02-16 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260213K2H0AJ38,2026-02-16 00:00:00,1,110750,302500,-211750,-9030,-10256,-3022,-1250,-350,0,0,66842,sukses
260211EW4BJDBT,2026-02-17 00:00:00,1,61350,170500,-119350,-5345,-6036,0,-1250,-350,0,0,38169,sukses
260213M92TD83E,2026-02-17 00:00:00,2,580000,1378000,-689000,-80613,-84747,0,-1250,-350,0,0,522040,sukses
260210BY7CNC37,2026-02-17 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
260210BXV36YPB,2026-02-17 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
260203QVA3RAXP,2026-02-17 00:00:00,1,150000,307500,-153750,-15298,-17375,-1920,-1250,-350,0,0,117557,sukses
2602099KP7XS94,2026-02-17 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260203R0EF0TGK,2026-02-17 00:00:00,1,232940,522500,-209000,-31977,-36994,-4176,-1250,-350,0,0,238753,sukses
260212GXEQ8K85,2026-02-17 00:00:00,1,232940,522500,-261250,-26648,-30828,0,-1250,-350,0,0,202174,sukses
26020740HVEVJE,2026-02-17 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260212H8R57M6F,2026-02-17 00:00:00,1,110750,302500,-211750,-9030,-10256,0,-1250,-350,0,0,69864,sukses
260213K8C3EHUW,2026-02-17 00:00:00,1,88850,270000,-162000,-11286,-12744,-1582,-1250,-350,0,0,80788,sukses
260211EC4JTPXB,2026-02-17 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260213KU3ERGVT,2026-02-17 00:00:00,1,132000,346500,-17325,-33576,-38843,0,-1250,-350,0,0,255156,sukses
582585977801705229,2026-02-17 00:00:00,1,132350,300000,-180000,-9600,-6000,0,0,-5400,-1250,0,97750,sukses
582584912230713338,2026-02-17 00:00:00,1,145800,302500,-15125,-22990,-15806,0,0,-12932,-1250,0,234397,sukses
582555533766264445,2026-02-17 00:00:00,1,75000,250000,-150000,-8000,-5500,0,0,-4500,-1250,0,80750,sukses
582560539142686256,2026-02-16 00:00:00,1,181350,415000,-249000,-13280,-8300,0,0,-7470,-1250,0,135700,sukses
582556474934527607,2026-02-16 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582555184287090215,2026-02-16 00:00:00,1,181350,415000,-249000,-13280,-8300,0,0,-7470,-1250,0,135700,sukses
582554905711642410,2026-02-16 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582543171673359494,2026-02-16 00:00:00,1,132000,285200,0,-22000,-15125,0,0,-12375,-1250,-10200,224250,sukses
582517782095955676,2026-02-16 00:00:00,1,105025,249000,0,-19920,-13695,0,0,-8715,-1250,0,205420,sukses
202602130706481810470,2026-02-17 00:00:00,1,200900,340725,0,-26070,0,0,0,0,0,0,314655,sukses
OT-16-180226,2026-02-18 00:00:00,2,221500,196000,0,0,0,0,0,0,0,0,196000,sukses
260216TBBWCCA9,2026-02-18 00:00:00,3,154550,374000,-187000,-19074,-19261,-2491,-1250,-350,0,0,144574,sukses
260215R87HU02V,2026-02-18 00:00:00,1,88850,270000,-162000,-11286,-12744,-1582,-1250,-350,0,0,80788,sukses
260215Q1Y8WJWB,2026-02-18 00:00:00,1,85850,250000,-175000,-7838,-8850,-1186,-1250,-350,0,0,55526,sukses
260207420D57J7,2026-02-18 00:00:00,1,161350,390000,-195000,-19403,-22035,0,-1250,-350,0,0,151962,sukses
2601287T37RVV9,2026-02-18 00:00:00,2,366800,755000,0,-78898,-89090,-10685,-1250,-350,0,0,574727,sukses
260214N147E9SU,2026-02-18 00:00:00,1,149850,307500,-184500,-12239,-13899,0,-1250,-350,0,0,95262,sukses
260214N2CPFDE8,2026-02-18 00:00:00,1,232940,522500,-261250,-26648,-30828,0,-1250,-350,0,0,202174,sukses
260214PACWHDP3,2026-02-19 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602182V9G6SUU,2026-02-19 00:00:00,1,88850,270000,-162000,-11286,-12744,-1295,-1250,-350,0,0,81075,sukses
260213JH0R5K9W,2026-02-19 00:00:00,1,213900,525000,0,-54863,-61950,0,-1250,-350,0,0,406587,sukses
260210B85717AC,2026-02-19 00:00:00,1,145800,302500,0,-31611,-35696,-9066,-1250,-350,0,0,224527,sukses
260211F2UE1CGT,2026-02-19 00:00:00,2,224850,493400,-277450,-21487,-24403,0,-1250,-350,0,0,168460,sukses
2602099U4S414S,2026-02-19 00:00:00,1,181350,415000,-207500,-20646,-23448,0,-1250,-350,0,0,161806,sukses
2602099DE8SR5A,2026-02-19 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260213K1UGQ7CA,2026-02-19 00:00:00,1,412000,689000,0,-72001,-81302,-10095,-1250,-350,0,0,524002,sukses
260214NV24M0PM,2026-02-19 00:00:00,2,221500,605000,-393250,-21069,-23929,0,-1250,-350,0,0,165152,sukses
260215RXYWMRJ3,2026-02-19 00:00:00,1,132000,346500,-17325,-33576,-38843,-4604,-1250,-350,0,0,250552,sukses
582593230037223182,2026-02-19 00:00:00,1,132350,300000,-180000,-9600,-6000,0,0,-5400,-1250,0,97750,sukses
582585977751307464,2026-02-19 00:00:00,2,221500,605000,-363000,-19360,-12100,0,0,-10890,-1250,0,198400,sukses
582563520259720526,2026-02-19 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
582554163045762652,2026-02-19 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582586193076127661,2026-02-18 00:00:00,1,105025,249000,-12450,-18924,-13010,0,0,-10645,-1250,0,192721,sukses
582582970635224659,2026-02-18 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582522578350671763,2026-02-18 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-6919,-1250,0,125593,sukses
2602060JJXD270,2026-02-20 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
260211E4UYF8JG,2026-02-20 00:00:00,2,221500,605000,-393250,-21069,-23929,0,-1250,-350,0,0,165152,sukses
260216UEBKVPUM,2026-02-20 00:00:00,2,217800,429500,-15125,-43302,-48897,-6072,-1250,-350,0,0,314504,sukses
260201J9HUHNKU,2026-02-20 00:00:00,1,232940,522500,-209000,-31977,-36994,0,-1250,-350,0,0,242929,sukses
260210BN5GWJS6,2026-02-20 00:00:00,1,88850,270000,-135000,-14108,-15930,-3956,-1250,-350,0,0,99406,sukses
260216TEJSEJYP,2026-02-20 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260216TV3A42J9,2026-02-20 00:00:00,1,49850,121000,-60500,-6171,-6232,-907,-1250,-350,0,0,45590,sukses
260211E3PAW5EW,2026-02-20 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260211E99BPYVQ,2026-02-20 00:00:00,1,232940,522500,-261250,-26648,-30828,0,-1250,-350,0,0,202174,sukses
260216T6UDXHY6,2026-02-20 00:00:00,1,161350,390000,-234000,-15522,-17628,0,-1250,-350,0,0,121250,sukses
260211DN03VYA2,2026-02-20 00:00:00,1,110750,302500,-181500,-12040,-13673,-1612,-1250,-350,0,0,92075,sukses
26020869JYJSUB,2026-02-20 00:00:00,1,132000,275000,0,-28738,-32450,0,-1250,-350,0,0,212212,sukses
260212FJHVY5WT,2026-02-20 00:00:00,1,145800,302500,-15125,-30031,-33911,-8421,-1250,-350,0,0,213412,sukses
2602099JPFBBM2,2026-02-20 00:00:00,1,0,346500,-346500,0,0,0,0,-350,0,-6500,-350,retur
260216SJEFW3J8,2026-02-21 00:00:00,1,200900,415000,-83000,-34694,-39176,0,-1250,-350,0,0,256530,sukses
2602061XUWT8GD,2026-02-21 00:00:00,1,132000,275000,0,-28738,-32450,0,-1250,-350,0,0,212212,sukses
2602194BM8K0N8,2026-02-21 00:00:00,1,110750,302500,-211750,-9030,-10256,0,-1250,-350,0,0,69864,sukses
260215QYJP60QQ,2026-02-21 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602183BWRJJEK,2026-02-21 00:00:00,1,132000,275000,-13750,-27301,-30828,0,-1250,-350,0,0,201521,sukses
260211DSW9JCX9,2026-02-21 00:00:00,1,149850,307500,-184500,-12239,-13899,0,-1250,-350,0,0,95262,sukses
2602183E1H6VTU,2026-02-21 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260212FJRDT5YT,2026-02-21 00:00:00,1,145800,302500,-15125,-30031,-33911,0,-1250,-350,0,0,221833,sukses
260213HT3D4SMM,2026-02-21 00:00:00,2,221500,605000,-363000,-24079,-27346,0,-1250,-350,0,0,188975,sukses
260213JJBQBG5M,2026-02-21 00:00:00,4,705400,1635000,-981000,-65073,-73902,0,-1250,-350,0,0,513425,sukses
2602170P18X0PH,2026-02-21 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602170VYT28SF,2026-02-21 00:00:00,1,110750,302500,-211750,-9030,-10256,-1262,-1250,-350,0,0,68602,sukses
260213KB8TBBAA,2026-02-21 00:00:00,1,175000,435000,-304500,-12985,-14747,0,-1250,-350,0,0,101168,sukses
260124UENTX2DS,2026-02-21 00:00:00,2,210750,425000,0,-44413,-50150,0,-1250,-350,0,0,328837,sukses
2602183HFTT02N,2026-02-21 00:00:00,2,177700,540000,-324000,-22572,-25488,0,-1250,-350,0,0,166340,sukses
260214MUAMWFQ7,2026-02-22 00:00:00,1,85850,250000,-175000,-7838,-8850,0,-1250,-350,0,0,56712,sukses
260212FSXF85PD,2026-02-22 00:00:00,1,145800,302500,-15125,-30031,-33911,0,-1250,-350,0,0,221833,sukses
26021839E0KF8N,2026-02-22 00:00:00,1,213900,525000,-26250,-52119,-58853,0,-1250,-350,0,0,386178,sukses
260212HCN7SY5Y,2026-02-22 00:00:00,3,275750,758400,-436450,-32034,-36381,0,-1250,-350,0,0,251935,sukses
2602182W2UU36K,2026-02-22 00:00:00,1,88850,270000,-162000,-11286,-12744,-1582,-1250,-350,0,0,80788,sukses
260210CP9XKRAB,2026-02-22 00:00:00,1,85850,250000,-125000,-13063,-14750,0,-1250,-350,0,0,95587,sukses
260216TXRPBT6W,2026-02-22 00:00:00,1,160000,329500,-164750,-16393,-18618,0,-1250,-350,0,0,128139,sukses
2602206D09QJB4,2026-02-22 00:00:00,1,161350,390000,-234000,-15522,-17628,0,-1250,-350,0,0,121250,sukses
260214PQPA8EQW,2026-02-22 00:00:00,1,105025,249000,-12450,-24128,-27913,-3348,-1250,-350,0,0,179561,sukses
260210BE7VG2GC,2026-02-22 00:00:00,1,272900,517000,0,-54027,-61006,0,-1250,-350,0,0,400367,sukses
260215R0VYEMFH,2026-02-22 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602182V64E838,2026-02-22 00:00:00,1,213900,525000,-26250,-52119,-58853,0,-1250,-350,0,0,386178,sukses
260216SGA195TS,2026-02-22 00:00:00,1,132350,300000,-180000,-11940,-13560,-1638,-1250,-350,0,0,91262,sukses
582628215540320122,2026-02-21 00:00:00,1,75000,192500,-115500,-6160,-3080,0,0,-3465,-1250,0,63045,sukses
582621403018200392,2026-02-21 00:00:00,1,224400,614000,-122900,-39288,-27010,0,0,-22100,-1250,0,401452,sukses
582611983937734616,2026-02-21 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
260213K7F7CD6N,2026-02-23 00:00:00,1,145800,302500,-15125,-30031,-33911,-4306,-1250,-350,0,0,217527,sukses
260221A0MVE5JJ,2026-02-23 00:00:00,3,214850,578900,-314450,-26728,-29723,0,-1250,-350,0,0,206399,sukses
26021828VM927X,2026-02-23 00:00:00,1,110750,302500,-181500,-12040,-13673,-1712,-1250,-350,0,0,91975,sukses
260214PKFFS04F,2026-02-23 00:00:00,1,110750,302500,-211750,-9030,-10256,0,-1250,-350,0,0,69864,sukses
260204SJVH1PC9,2026-02-23 00:00:00,1,145800,302500,0,-31611,-35696,-4042,-1250,-350,0,0,229551,sukses
2602208AQ4XAVS,2026-02-23 00:00:00,1,88850,270000,-162000,-11286,-12744,-1532,-1250,-350,0,0,80838,sukses
260211DRABP3BJ,2026-02-23 00:00:00,2,177700,540000,-324000,-22572,-25488,0,-1250,-350,0,0,166340,sukses
260213KUSP83QD,2026-02-23 00:00:00,1,132350,300000,-180000,-11940,-13560,0,-1250,-350,0,0,92900,sukses
2602208F8NQSN5,2026-02-23 00:00:00,1,88850,270000,-162000,-11286,-12744,-1762,-1250,-350,0,0,80608,sukses
2602206T71H61V,2026-02-23 00:00:00,1,88850,270000,-162000,-11286,-12744,-3165,-1250,-350,0,0,79205,sukses
2602208NASXYU0,2026-02-23 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260221A6XB775S,2026-02-23 00:00:00,1,88850,270000,-162000,-11286,-12744,-1618,-1250,-350,0,0,80752,sukses
2602219VAXTKBW,2026-02-23 00:00:00,1,88850,270000,-162000,-11286,-12744,-1554,-1250,-350,0,0,80816,sukses
260213KTTSAD3T,2026-02-23 00:00:00,1,110750,302500,-211750,-9030,-10256,-1209,-1250,-350,0,0,68655,sukses
260213JUKCR9JN,2026-02-23 00:00:00,1,213900,525000,0,-54863,-61950,0,-1250,-350,0,0,406587,sukses
2602195H5SVMN2,2026-02-23 00:00:00,2,170000,393800,-196900,-19592,-22250,0,-1250,-350,0,0,153458,sukses
2602182FEKWHGE,2026-02-23 00:00:00,1,88850,270000,-162000,-11286,-12744,-1618,-1250,-350,0,0,80752,sukses
260216U6BUDSJS,2026-02-23 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260212GJPXBMV9,2026-02-23 00:00:00,1,161350,390000,-234000,-15522,-17628,0,-1250,-350,0,0,121250,sukses
582657373115680042,2026-02-23 00:00:00,2,162850,424900,-279940,-11597,-7998,0,0,-6523,-1250,0,117592,sukses
582652691071928150,2026-02-23 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
582601766471828843,2026-02-23 00:00:00,1,149850,307500,-184500,-9840,-6150,0,0,-5535,-1250,0,100225,sukses
202602170618589768674,2026-02-23 00:00:00,1,213900,546950,0,-56390,0,0,0,0,0,0,490560,sukses
2602219EKPK1GG,2026-02-24 00:00:00,1,105025,249000,-12450,-24128,-27913,0,-1250,-350,0,0,182909,sukses
2602170QJCJ5NP,2026-02-24 00:00:00,1,150000,307500,-153750,-15298,-17375,-2176,-1250,-350,0,0,117301,sukses
260212H1N532V9,2026-02-24 00:00:00,3,485650,1112500,-420125,-76509,-82516,-10375,-1250,-350,0,0,521375,sukses
260221AE6YK0JH,2026-02-24 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602207DR31131,2026-02-24 00:00:00,1,85850,250000,-175000,-7838,-8850,0,-1250,-350,0,0,56712,sukses
260213M7WYN6H8,2026-02-24 00:00:00,1,132000,275000,-13750,-27301,-30828,0,-1250,-350,0,0,201521,sukses
260214MHGE9HDY,2026-02-24 00:00:00,1,232940,522500,-261250,-26648,-30828,0,-1250,-350,0,0,202174,sukses
